ID,Salary
3000,261312.9356619264
3001,394994.8746602634
3002,210775.37923102462
3003,253351.1327554014
3004,322479.83069553284
3005,307671.33560816746
3006,443700.238101385
3007,405811.6172712636
3008,153061.3606556684
3009,449578.94674272754
3010,316231.79903104284
3011,372007.35231998074
3012,247691.64744543916
3013,236524.53596198975
3014,122623.67900121075
3015,270442.61707830214
3016,431394.76657678245
3017,445653.9022274131
3018,242345.45398450762
3019,305629.5526909355
3020,238331.1413491454
3021,315333.935036079
3022,293371.98083754105
3023,252367.03332245708
3024,416830.827213889
3025,309072.8237375645
3026,470421.7299037628
3027,167789.17726146983
3028,377566.2371026036
3029,251086.08462184697
3030,209171.44291946496
3031,331292.34557890455
3032,427768.7006753278
3033,387302.87618766254
3034,245524.5434779311
3035,238223.0112940716
3036,296550.5246258249
3037,329999.386963593
3038,255642.72828723054
3039,255493.54722171466
3040,134031.4469605537
3041,235739.2104036811
3042,179572.87989741747
3043,284053.4761091984
3044,420884.6295291269
3045,364941.8395758198
3046,499167.7645076909
3047,363823.22611713986
3048,272855.26346356765
3049,373929.65570172865
3050,245704.6885113705
3051,237056.5104002996
3052,261375.9740872466
3053,532811.0870180265
3054,385985.97790666623
3055,423646.06724836444
3056,281479.89231663436
3057,244137.33017479014
3058,311918.6845983683
3059,347681.82099943754
3060,335197.6622149949
3061,183040.30275593064
3062,400463.19665988244
3063,237554.36753658476
3064,207953.03119846724
3065,299962.8435961503
3066,266433.62824974424
3067,221943.919190065
3068,290996.47494453436
3069,215758.5378051913
3070,330222.7306912061
3071,261214.92092755192
3072,338011.45371906227
3073,335117.4989043591
3074,363517.7291152802
3075,348463.72058132343
3076,346129.5039424877
3077,374485.29960533965
3078,392724.7545795722
3079,239563.76419904502
3080,284168.9149652925
3081,362594.53096527606
3082,294689.25380316924
3083,127074.60329620427
3084,333595.70577915123
3085,332151.478995363
3086,397606.44869677856
3087,469482.4991408703
3088,308964.63586256414
3089,296147.2313164178
3090,205970.98362153245
3091,274659.2043829011
3092,441612.7326763688
3093,349727.20912094583
3094,236330.59352055273
3095,326483.01121970563
3096,163536.47485559393
3097,326283.9557091542
3098,302190.3839351515
3099,325458.4988841526
3100,348050.30932242406
3101,423525.62237273046
3102,214419.51936761447
3103,355501.2771092358
3104,362541.03264001984
3105,198021.35113230348
3106,296715.2636368855
3107,166428.45345928275
3108,280938.9969903668
3109,250469.2814008293
3110,531722.1148367643
3111,346726.29736666137
3112,388414.3468358557
3113,175417.00629531924
3114,401185.0475260586
3115,343290.7840707676
3116,234749.35408342036
3117,382548.2155077185
3118,259468.1610455587
3119,409959.8364801621
3120,457833.7304197958
3121,361923.88172600546
3122,300321.78252733697
3123,397095.6094916778
3124,219416.0097186456
3125,205174.16085827554
3126,204662.56361822903
3127,223475.81789156422
3128,320971.24629848346
3129,306828.73413083446
3130,241884.4565364555
3131,353707.64840501436
3132,297228.6764616801
3133,185418.24372613468
3134,269294.8501003307
3135,271778.1755398843
3136,392035.80698684166
3137,246630.647505389
3138,408253.1968231036
3139,307334.56543136033
3140,306139.74023825256
3141,586776.7054028922
3142,290788.6231453107
3143,365288.8156136787
3144,332507.7151343218
3145,203685.84570460304
3146,331521.5824462777
3147,71265.39749106776
3148,297977.2639791298
3149,395103.6651219108
3150,317542.1112311325
3151,194689.16154881305
3152,122182.45001706555
3153,268271.9008716744
3154,221745.2800640292
3155,370423.6012114491
3156,189756.33852119252
3157,366365.70901913586
3158,417492.8565713915
3159,402618.0844278132
3160,278234.07541030087
3161,411235.80971378693
3162,621648.9164900677
3163,326385.7320321308
3164,638529.0296731025
3165,423353.36439361004
3166,189664.8234645426
3167,249054.8748878616
3168,293367.95549870585
3169,308641.3349228413
3170,298130.31350376055
3171,265525.45857124834
3172,253346.5687919991
3173,232922.43271839025
3174,275416.7355141325
3175,267845.5182274661
3176,166761.8386856209
3177,406316.38649762375
3178,310549.7874857942
3179,459862.64055336034
3180,424122.8394433739
3181,365558.3413718363
3182,384474.8112868914
3183,298751.469484747
3184,294856.83332751086
3185,215779.29664309468
3186,159607.62312840775
3187,208955.43440250037
3188,256093.05028896863
3189,451565.61716230505
3190,136376.51618261207
3191,302424.71310760174
3192,349048.27756834053
3193,438249.17890738184
3194,190914.32867236368
3195,271294.34470902407
3196,497418.1808877736
3197,267697.0364273206
3198,234795.57656204683
3199,390312.0841815295
3200,273456.87705566833
3201,308184.8543806863
3202,258051.9360713045
3203,307270.74945754895
3204,140033.53840178277
3205,356239.4038672226
3206,235300.2642873463
3207,317188.7263315915
3208,230780.1677844586
3209,259765.48700766117
3210,329836.132843821
3211,440003.73263598565
3212,248115.24918912287
3213,190813.82937808096
3214,354499.48960732116
3215,403392.18172061734
3216,248560.39431228754
3217,234929.36227252783
3218,276251.30929047166
3219,280585.2747996892
3220,413881.3899886051
3221,287066.7582530156
3222,213393.22843729134
3223,284267.52290760586
3224,307788.6555115169
3225,229992.11887708787
3226,372221.51274365355
3227,320872.78511309286
3228,261511.55161183845
3229,321394.7817178006
3230,304952.71372821945
3231,244635.4033683272
3232,337970.1051902395
3233,285693.58349464234
3234,308747.3662937324
3235,258756.10505114298
3236,304119.73978662706
3237,270577.60395066545
3238,256007.19003153662
3239,372174.40053713194
3240,330936.129714325
3241,279940.3991895649
3242,453165.20318171947
3243,404202.11723518546
3244,221564.6935162972
3245,200263.3015212106
3246,333562.1912101971
3247,229934.68671572662
3248,377591.350841537
3249,252817.4564670151
3250,377917.8430083036
3251,446527.678505367
3252,312309.38824130734
3253,252806.71315262618
3254,365930.44432899496
3255,280926.3207272473
3256,341754.74425428454
3257,304899.4906880122
3258,236157.5311135486
3259,481639.48790512205
3260,299810.34639888455
3261,517201.8127274847
3262,269785.58355882537
3263,296849.2450471374
3264,305089.76901859965
3265,246478.97598247285
3266,259544.17487178778
3267,402233.98754591023
3268,216445.12758477996
3269,317837.58750490955
3270,456097.8224729346
3271,351540.8310919977
3272,191901.81930378178
3273,353090.43981236994
3274,286885.6199838226
3275,284508.8290761219
3276,251890.58768777832
3277,234020.45872218025
3278,291965.89750061557
3279,171245.43621043293
3280,203949.54128584912
3281,424151.893226831
3282,336200.9864449771
3283,273587.33663297107
3284,277893.9666244046
3285,303286.07786390564
3286,161764.8973405348
3287,211092.8610020919
3288,189185.25253278288
3289,254197.3410827763
3290,430388.0772762245
3291,253276.81260610666
3292,444625.3089603417
3293,217139.21404430422
3294,261051.8430456708
3295,227845.94607438517
3296,257215.98280683914
3297,142305.48824912342
3298,354766.2758321933
3299,311262.0761134977
3300,429225.09647939046
3301,278542.3302113334
3302,251806.7789935003
3303,228331.09905800936
3304,487025.99220322096
3305,342500.47344564827
3306,503249.6769767129
3307,263595.36751303624
3308,172518.6420608693
3309,326406.95241727383
3310,293000.4968438068
3311,174032.89758696835
3312,258874.43446028748
3313,303900.8277527335
3314,279101.8736727144
3315,235852.20171116464
3316,312588.7193628952
3317,303100.5538009073
3318,108286.06537693414
3319,449034.5932278379
3320,294277.18228630815
3321,247827.17501048223
3322,457254.55661311187
3323,329995.01709640905
3324,248777.58704918556
3325,119892.37857190607
3326,228779.87863171456
3327,322065.1086678094
3328,385933.84084711975
3329,282276.45900730556
3330,220922.16173029982
3331,238981.97683279717
3332,376000.84989589575
3333,373761.8946773308
3334,282852.42651138536
3335,309589.5638228902
3336,256766.28007279776
3337,449687.5788167757
3338,335635.1568693185
3339,291511.84984705993
3340,221915.06602459372
3341,320164.12205512566
3342,266528.42891889135
3343,162529.61926928547
3344,459352.28438053327
3345,170068.261611013
3346,287636.8477799904
3347,187497.96205012282
3348,365889.0003662476
3349,238089.6281854748
3350,494097.42304377974
3351,346074.4793136091
3352,401151.2239946536
3353,313755.25909533293
3354,259163.06198938587
3355,250754.674518509
3356,223255.87951169204
3357,247702.91347850228
3358,411644.2915044975
3359,237932.20041337644
3360,475891.12896109244
3361,408412.62149304803
3362,385343.2714928614
3363,464451.19794978364
3364,221371.60383305774
3365,432075.5904533346
3366,453981.6596305371
3367,407551.8597524307
3368,268634.94533055875
3369,247454.82286796218
3370,233249.3472821503
3371,361106.18509826594
3372,465890.2822783807
3373,253442.04847965197
3374,160196.89814866608
3375,314127.9937239448
3376,249656.68277235856
3377,208207.05124610005
3378,198552.64194851418
3379,437686.81255352875
3380,251573.06463016247
3381,455423.08687495254
3382,265970.63388966554
3383,247091.24594586284
3384,306909.96129833773
3385,155224.50967355433
3386,265454.2143777635
3387,237761.0592242892
3388,377298.72372042824
3389,306128.8685468076
3390,230026.1674647341
3391,370227.3601246338
3392,240030.66151849195
3393,295328.7674707188
3394,327559.5760650616
3395,223052.94007896475
3396,262471.73800118256
3397,460016.50434553856
3398,320018.9070842144
3399,370958.9549331459
3400,422401.683728589
3401,419481.2580050254
3402,421619.33456462674
3403,423413.0864415263
3404,451221.2527886684
3405,221226.77711349394
3406,239560.7779242799
3407,327066.7484429996
3408,222106.7430037524
3409,320515.6019751986
3410,241941.7673558239
3411,578424.0426560141
3412,329268.9373917945
3413,287511.64882357867
3414,332693.88157974114
3415,311396.5523216491
3416,263549.3523393726
3417,301040.3556935526
3418,163512.53336575427
3419,309459.1450653765
3420,283751.5252613076
3421,364646.73679437215
3422,359739.6229111146
3423,394884.226051857
3424,255413.34069458867
3425,296515.6249945296
3426,238304.9352726845
3427,244987.7653411561
3428,360690.64340178407
3429,273303.46546233655
3430,277286.7898048395
3431,435647.73580311594
3432,257921.18348691284
3433,253189.2433767924
3434,269341.9165160693
3435,190798.68074640335
3436,234033.12040713802
3437,201686.64067211354
3438,407887.33818045957
3439,289383.9831107414
3440,338042.91490637406
3441,309313.9166908825
3442,377684.0606437114
3443,328576.569025253
3444,260255.68652856472
3445,292605.8366058196
3446,315797.9474391595
3447,318105.35190632823
3448,484412.88473325805
3449,235651.86132735392
3450,290042.81606533035
3451,162627.93307903106
3452,322088.99060562457
3453,277178.57000710804
3454,268229.3418464448
3455,275838.6532709843
3456,314497.2309974605
3457,298870.3887662666
3458,238785.0602124478
3459,214886.48258390394
3460,373863.4585325914
3461,199972.15596796508
3462,302938.28958859696
3463,204753.4410906756
3464,190915.1590776402
3465,243450.8991590096
3466,271634.61412158085
3467,267685.0013048276
3468,303656.82517674787
3469,280942.1960615151
3470,199136.55774887116
3471,186330.6711456689
3472,352616.7790578773
3473,198409.54052693446
3474,190064.97633367236
3475,402536.66138546786
3476,388478.4298678481
3477,366600.5787461214
3478,408209.6011704
3479,330166.130635309
3480,276805.0873675214
3481,299670.698869556
3482,245860.07323825097
3483,281695.0346906413
3484,213826.97485516814
3485,211060.2245611698
3486,437872.5868495073
3487,253311.28372649095
3488,282740.3333447299
3489,365672.5356170653
3490,489456.5549652267
3491,273715.0334834766
3492,219814.53422711915
3493,343782.90912264783
3494,278588.89609102334
3495,430159.02268936246
3496,202451.51803813427
3497,284272.3037469596
3498,270317.2717576137
3499,253839.68371745586
3500,450550.67894514295
3501,313773.4477839521
3502,347316.21773701726
3503,290923.9459923958
3504,390387.49818592396
3505,395134.67717298836
3506,323468.22002507973
3507,349392.8365423226
3508,281463.3194860347
3509,259550.28622792903
3510,281003.9258896386
3511,229599.48567180426
3512,389036.99891347985
3513,253492.10311192134
3514,323768.1095908069
3515,334601.5499394552
3516,296631.1990995355
3517,412059.7195969752
3518,275971.4906655277
3519,199868.7147773411
3520,438506.0543516015
3521,303144.76616262714
3522,226762.3628152237
3523,367014.76159957744
3524,349863.2946267131
3525,333986.8826736591
3526,158392.59927668053
3527,328168.6440768649
3528,308373.71430666227
3529,288846.8016374533
3530,302539.1765351497
3531,269448.79469118646
3532,329726.71524603595
3533,328599.8529758296
3534,278795.7810982121
3535,372226.9924352388
3536,476079.6889216031
3537,414410.0194259214
3538,244306.828435877
3539,328509.31272994215
3540,369887.41855856456
3541,249331.89928398246
3542,390827.2089410667
3543,192597.60414087525
3544,343318.4544121653
3545,324074.75198273995
3546,425327.06280055473
3547,276786.68860371085
3548,498944.1493995768
3549,228737.40030755987
3550,322768.9276271132
3551,332679.8029506001
3552,237121.85792100168
3553,360853.6989040454
3554,311146.9264058458
3555,249442.94974585075
3556,275714.8815391039
3557,453504.39306724025
3558,253444.11481558994
3559,184787.39267219612
3560,310909.6030733838
3561,288558.9465770381
3562,337566.43112113536
3563,226484.5187935202
3564,331150.49371153634
3565,268194.900322296
3566,341667.59420183604
3567,310467.13191765617
3568,366895.3400344389
3569,415408.54471870436
3570,268996.96560693125
3571,320214.433957786
3572,314324.85606256983
3573,205060.76902847955
3574,302620.2519713693
3575,275907.6905814525
3576,310431.2386627103
3577,359478.7361921662
3578,228903.14335289007
3579,259337.6616052725
3580,304817.00678879494
3581,270204.8069829807
3582,204724.3296702222
3583,263371.48957436165
3584,263648.51590142393
3585,298314.78223687125
3586,399112.58601660636
3587,351842.79926266766
3588,286104.70051191223
3589,254800.69180182865
3590,139652.6306207266
3591,460077.98063862557
3592,231497.56175652263
3593,339086.421667258
3594,301095.55935470713
3595,348970.8753757811
3596,272208.09954519
3597,398455.7927660667
3598,249524.25328665582
3599,398027.97045826586
3600,455708.1415026033
3601,246122.73974495943
3602,226940.84251277335
3603,300801.4175538877
3604,361953.506090349
3605,268557.673816144
3606,179581.762157506
3607,373747.78182006744
3608,245579.85761348513
3609,308172.9764140552
3610,363069.2741044245
3611,397570.3390942153
3612,316883.5614483305
3613,259967.58114802017
3614,500968.27220929076
3615,296739.882072389
3616,291109.0017550846
3617,554934.995136964
3618,262912.02496115887
3619,275249.2435512598
3620,291691.8779263165
3621,239725.79057284485
3622,230615.25675993765
3623,229035.52088347857
3624,332837.58736070164
3625,530466.85363733
3626,209895.76719810572
3627,276559.24464377423
3628,271630.4085281106
3629,346198.6008356275
3630,303122.28828168
3631,289330.0750866073
3632,413576.50918977475
3633,498084.37286634
3634,216217.77069187185
3635,291558.7159453884
3636,276827.0561178782
3637,306205.9272474096
3638,344922.37310142856
3639,273081.4304275257
3640,341148.35881368775
3641,305837.7880543212
3642,442260.14513121784
3643,329268.7992565622
3644,334514.94429062284
3645,248533.38353030372
3646,252734.65787784028
3647,474101.8423863385
3648,277733.0524961953
3649,230687.38361004827
3650,279809.80122206715
3651,421511.02061588666
3652,282727.6570187299
3653,311154.88237516856
3654,249724.2455833846
3655,232489.25341658463
3656,371693.1701217203
3657,344759.0213918328
3658,146005.41590248302
3659,287995.0044819958
3660,247202.3546259145
3661,229930.73018535768
3662,408551.70210557187
3663,276391.2142371618
3664,278989.1094624123
3665,317533.9044754149
3666,293428.15411242674
3667,382882.15226948843
3668,241217.86903203922
3669,240502.09819800954
3670,371505.1804281932
3671,337910.1028929569
3672,301772.43685937836
3673,192164.7781723328
3674,366585.38101671013
3675,371352.4356356622
3676,307614.3606191814
3677,441865.75097078277
3678,302481.2646879295
3679,219819.74847300287
