ID,Salary
3000,260878.99159224864
3001,372410.15585476387
3002,215493.04031414812
3003,239101.684850737
3004,307630.8370151078
3005,291724.9296096594
3006,461081.90455161035
3007,390150.96126735304
3008,169397.94252539714
3009,436866.5202466827
3010,323586.42937617365
3011,383447.86573678686
3012,258827.26452484398
3013,229577.61391853914
3014,109426.54522806607
3015,289501.5728082027
3016,440226.93872226117
3017,446890.57723434607
3018,242495.76614471496
3019,307633.94865808624
3020,244716.0516297098
3021,341987.6975086741
3022,289344.7461756682
3023,267892.764930366
3024,434359.6914223398
3025,317840.49599813705
3026,487595.36667133606
3027,158248.8669572401
3028,346186.1103936564
3029,265486.05802350893
3030,196209.0856913897
3031,328640.47332155716
3032,412481.52724463266
3033,392772.9566143765
3034,225099.9152698087
3035,240224.388923674
3036,290727.1511410597
3037,315662.97956724395
3038,262575.8245023421
3039,286424.6634769595
3040,132369.17317110728
3041,238590.0072070812
3042,182088.19206373743
3043,277974.441877641
3044,428679.8876568389
3045,332679.77079421707
3046,454099.24298519705
3047,360856.918100683
3048,261556.10641358368
3049,355345.5264475958
3050,250154.34570739057
3051,256604.65281068283
3052,247670.93867464733
3053,610470.2906798244
3054,393490.1694003797
3055,436718.41309283196
3056,284974.11969086964
3057,242851.75380942202
3058,329245.6519427412
3059,344881.9681693307
3060,346961.2760811165
3061,202384.01645784188
3062,392995.0096477017
3063,244088.9443297337
3064,180485.27541768624
3065,288798.8063441828
3066,268598.49991180096
3067,205700.80897028634
3068,286239.0953518624
3069,202867.7670716397
3070,319329.0123793363
3071,249891.34363654128
3072,332321.336040584
3073,333262.9251162881
3074,315920.36878435285
3075,344334.0556829985
3076,363547.5961093851
3077,415573.33574749704
3078,396683.0661987204
3079,239264.82902167455
3080,287381.4066776627
3081,414917.66843189695
3082,299624.0593662769
3083,127841.83948077005
3084,348977.6979577993
3085,337627.5167803295
3086,397896.84697420546
3087,495232.49075616186
3088,314722.71796106466
3089,303914.6461931362
3090,197218.37538102298
3091,274694.20275201404
3092,437776.4482202495
3093,456707.0123913322
3094,251305.91119320458
3095,315709.4566763078
3096,186002.06862959833
3097,335186.37298949476
3098,287551.7667564652
3099,310355.96430956223
3100,333777.5285389139
3101,444530.6022152966
3102,195069.8982082859
3103,384710.3573182758
3104,361443.3476143341
3105,169502.43697585625
3106,287696.8548294954
3107,174909.56569436798
3108,270871.4904107208
3109,235904.88786079112
3110,557508.2851995081
3111,367671.70203504653
3112,380043.8503895847
3113,168746.3298300232
3114,412420.4813701442
3115,319455.3807526935
3116,249274.28632019676
3117,372531.2250823977
3118,245933.85913438472
3119,420778.7403210286
3120,468092.6224674595
3121,358484.6612120921
3122,307921.3879059691
3123,410877.32293389225
3124,232980.6591080137
3125,207749.42361606087
3126,187568.64338548027
3127,204649.66128465114
3128,329101.0855160777
3129,306459.21358604374
3130,225547.54339637424
3131,346553.16196930513
3132,279926.1198850624
3133,186732.37457012842
3134,283963.9763002618
3135,270437.3586090352
3136,355386.78702875564
3137,264757.1869898321
3138,377676.4527447344
3139,305754.02118038246
3140,314284.37917724386
3141,649670.0559042488
3142,285407.44002095517
3143,352712.07011895324
3144,333806.517909083
3145,192120.7792141568
3146,342827.4574965318
3147,94583.64956894047
3148,315456.017390188
3149,412336.52387819084
3150,301924.6968591078
3151,207153.19972376322
3152,104130.52587690493
3153,251396.65216242895
3154,247065.4102419735
3155,366879.5208546395
3156,206025.4093157272
3157,370203.2140829225
3158,419891.592453223
3159,373630.44374123093
3160,284246.34487220197
3161,416380.1210721381
3162,625696.1329266417
3163,328917.8860025861
3164,704604.0645539104
3165,416850.4943769135
3166,196181.89319455676
3167,258072.96586850894
3168,290295.26839500596
3169,312588.7297007379
3170,295794.11214623804
